-5,0.0404,0.10129
-4.75,0.0667,0.09817
-4.5,0.0935,0.09469
-3.75,-0.0377,0.06214
-3.5,-0.2278,0.04143
-3,-0.2214,0.0391
-2.75,-0.1902,0.03607
-2.5,-0.1475,0.03609
-2.25,-0.0982,0.03617
-2,-0.0458,0.03541
-1.75,-0.0758,0.0359
-1.5,-0.0395,0.03525
-1.25,0.0003,0.03359
-1,0.0419,0.03398
-0.75,0.0857,0.03444
-0.5,0.1318,0.03439
-0.25,0.0976,0.03562
0,0.1234,0.03569
0.25,0.1629,0.03409
0.5,0.2035,0.03398
0.75,0.2461,0.03397
1,0.2911,0.03381
1.25,0.2845,0.03487
1.5,0.2803,0.03578
1.75,0.3133,0.03491
2,0.3485,0.03438
2.25,0.3913,0.03387
2.5,0.4375,0.03335
2.75,0.4842,0.03324
3,0.4508,0.03547
3.25,0.4515,0.03674
3.5,0.4855,0.03597
3.75,0.5264,0.03545
4,0.5743,0.03463
4.25,0.627,0.03389
4.5,0.6608,0.03443
4.75,0.6122,0.0373
5,0.643,0.03655
5.25,0.6835,0.03585
5.5,0.7358,0.03466
5.75,0.8016,0.03325
6,0.8262,0.0334
6.25,0.8114,0.03481
6.5,0.8325,0.0346
6.75,0.8875,0.03296
7,0.956,0.03128
7.25,0.9702,0.03144
7.5,0.9705,0.03195
7.75,1.0065,0.03089
8,1.0682,0.02935
8.25,1.0774,0.02944
8.5,1.0886,0.0292
8.75,1.1251,0.02819
9,1.1386,0.02842
9.25,1.1423,0.02828
9.5,1.1628,0.0279
9.75,1.1603,0.02853
10,1.1727,0.02879
10.25,1.1681,0.02965
10.5,1.1711,0.03062
10.75,1.1675,0.03191
11,1.1646,0.03319
11.25,1.1574,0.03462
11.5,1.1475,0.0358
11.75,1.1517,0.0379
12,1.156,0.04043
12.25,1.162,0.04288
12.5,1.1635,0.04547
12.75,1.1742,0.04774
13,1.176,0.05031
13.25,1.178,0.05288
13.5,1.1949,0.05513
13.75,1.1929,0.05793
14,1.1919,0.06077
14.25,1.1904,0.06369
14.5,1.1888,0.06668
14.75,1.1933,0.07
15,1.1897,0.07344
15.25,1.1864,0.07719
15.5,1.1829,0.08109
15.75,1.1796,0.085
16,1.1754,0.08898
16.25,1.1711,0.09309
16.5,1.1668,0.09715
16.75,1.1565,0.10226
17,1.1389,0.10867
17.25,1.114,0.11621
17.5,1.0828,0.12539
18,0.8409,0.2063
18.25,0.8398,0.2143
18.5,0.8441,0.22127
18.75,0.8465,0.24557
19,0.8494,0.25076
19.25,0.8457,0.25346
19.5,0.8334,0.25543
19.75,0.8377,0.26035
20,0.8436,0.26517
20.25,0.8512,0.2697
20.5,0.8617,0.27374
20.75,0.88,0.27766
21,0.8927,0.2936
21.25,0.8953,0.29925
21.5,0.8978,0.30477
21.75,0.8998,0.30992
22,0.9008,0.31449
22.25,0.8949,0.31757
22.5,0.8836,0.31961
22.75,0.8819,0.3245
23,0.8809,0.32944
23.25,0.8781,0.334
23.5,0.8082,0.32439
23.75,0.7976,0.32386
24,0.7912,0.32389
24.25,0.7875,0.32417
24.5,0.786,0.32461
24.75,0.7862,0.32546
25,0.7884,0.32689
