-5,-0.4893,0.0509
-4.75,-0.4768,0.04822
-4.5,-0.462,0.04494
-4,-0.3917,0.02865
-3.75,-0.3667,0.02612
-3.5,-0.3427,0.02433
-3.25,-0.3187,0.02303
-3,-0.2952,0.02233
-2.75,-0.2728,0.02124
-2.5,-0.2483,0.01968
-2.25,-0.2245,0.01855
-2,-0.2068,0.01558
-1.75,-0.2026,0.0156
-1.5,-0.1694,0.01575
-1.25,-0.1375,0.01584
-1,-0.1166,0.01601
-0.75,-0.0702,0.01657
-0.5,-0.0266,0.01708
-0.25,0.016,0.01751
0,0.0565,0.01793
0.25,0.1041,0.01841
0.5,0.1406,0.01865
0.75,0.1858,0.01902
1.25,0.2651,0.01943
1.75,0.3475,0.01952
2,0.3906,0.01936
2.25,0.4548,0.01889
2.5,0.4773,0.01876
2.75,0.5387,0.01781
3,0.5582,0.01766
3.25,0.603,0.0169
3.5,0.6312,0.01641
3.75,0.6595,0.01595
4,0.693,0.01534
4.25,0.7236,0.0149
4.5,0.7482,0.01471
4.75,0.7724,0.01469
5,0.7953,0.01489
5.25,0.8136,0.01536
5.5,0.8304,0.01605
5.75,0.8459,0.01695
6,0.8627,0.0178
6.25,0.8798,0.01878
6.5,0.8984,0.01981
6.75,0.918,0.02085
7,0.9379,0.02199
7.25,0.9578,0.02297
7.5,0.9807,0.02425
7.75,1.0029,0.02572
8,1.0237,0.02683
8.25,1.0441,0.02796
8.5,1.0667,0.02992
8.75,1.0849,0.03083
9,1.1042,0.03296
9.25,1.1215,0.03433
9.5,1.139,0.03587
9.75,1.1569,0.03877
10,1.1671,0.04208
10.25,1.1746,0.04463
10.5,1.1783,0.04789
10.75,1.1765,0.05135
11,1.1703,0.05482
11.25,1.1661,0.05732
11.5,1.1504,0.06071
11.75,1.1739,0.06079
12,1.1588,0.06446
12.25,1.1396,0.0687
12.5,1.1144,0.0732
13,0.8882,0.12212
13.25,0.8077,0.15167
13.5,0.8113,0.15586
13.75,0.8191,0.15986
14,0.8299,0.16391
14.25,0.8591,0.17292
14.5,0.8511,0.17702
14.75,0.8267,0.1784
15,0.8222,0.18134
15.25,0.8312,0.18424
15.5,0.8511,0.18848
15.75,0.8743,0.20013
16,0.8716,0.20397
16.25,0.8653,0.20601
16.5,0.8493,0.20452
16.75,0.8527,0.20795
17,0.8588,0.21167
17.25,0.8675,0.21559
17.5,0.8792,0.22027
17.75,0.9037,0.23063
18,0.9085,0.24056
18.25,0.9064,0.24274
18.5,0.8991,0.2424
18.75,0.8928,0.24212
19,0.9014,0.24556
19.25,0.9282,0.2621
19.5,0.9269,0.26488
19.75,0.9221,0.26579
20,0.9182,0.26656
